id,title,category,tier_num,tier_name,status,status_full,correct_answer,source_file
IM-0114,The Tide Table,The Memory Palace,2,FRACTURE,KS,Known-Solution,"READ THE WALL MARKINGS AS A TIDE GAUGE -- HORIZONTAL LINES = LOW TIDE, CROSSES = MID-TIDE, CIRCLES = HIGH TIDE (DANGER). THE CURRENT WATER LEVEL RELATIVE TO THE MARKS TELLS YOU THE TIDAL PHASE AND WHEN TO EXIT.",scenarios/tier_2_fracture/IM-0114.md
IM-0115,The Rust Nail,The Last Ingredient,2,FRACTURE,KS,Known-Solution,"CREATE IRON ACETATE SOLUTION FROM NAILS + VINEGAR + SALT, APPLY TO ROCK FOR PERMANENT IRON OXIDE STAIN",scenarios/tier_2_fracture/IM-0115.md
IM-0116,The Aquifer Pump,The Cascade,2,FRACTURE,KS,Known-Solution,"SEAL THE CRACKED RISER PIPE WITH BENTONITE CLAY, THEN PRIME THE PUMP",scenarios/tier_2_fracture/IM-0116.md
IM-0117,The Chimney Problem,The Locked Room,2,FRACTURE,KS,Known-Solution,BUILD A SMOKY FIRE IN THE FIREPLACE TO SIGNAL THROUGH THE CHIMNEY,scenarios/tier_2_fracture/IM-0117.md
IM-0118,The Engine Block,The Cascade,2,FRACTURE,KS,Known-Solution,"POUR HOT WATER OVER THE STARTER TO THIN CORROSION, THEN PUSH-START THE VEHICLE",scenarios/tier_2_fracture/IM-0118.md
IM-0119,The Leaning Tower,The Ghost Machine,2,FRACTURE,KS,Known-Solution,"THE SHELF IS BOLTED TO THE WALL WITH HIDDEN L-BRACKETS BEHIND THE BOOKS, PROVIDING A REACTION FORCE THAT PREVENTS TOPPLING",scenarios/tier_2_fracture/IM-0119.md
IM-0120,The Mud Battery,The Last Ingredient,2,FRACTURE,KS,Known-Solution,BUILD A MICROBIAL FUEL CELL USING ALUMINUM AND COPPER ELECTRODES IN MUD,scenarios/tier_2_fracture/IM-0120.md
IM-0121,The Pollen Ferry,The Lilliput Conundrum,2,FRACTURE,KS,Known-Solution,MAKE MULTIPLE TRIPS (CARRY HALF EACH TIME) OR WALK ALONG STEMS AND LEAVES INSTEAD OF FLYING,scenarios/tier_2_fracture/IM-0121.md
IM-0122,The Ground Wave,The Babel Problem,2,FRACTURE,KS,Known-Solution,COMMUNICATE BY STRIKING THE ROCKY GROUND WITH HAMMERS -- SEISMIC WAVES TRAVEL THROUGH ROCK AND CAN BE FELT BY THE OTHER PERSON,scenarios/tier_2_fracture/IM-0122.md
IM-0123,The Oil Drop Lens,The Lilliput Conundrum,2,FRACTURE,KS,Known-Solution,USE A WATER DROPLET AS A SPHERICAL LENS TO MAGNIFY FINE DETAIL,scenarios/tier_2_fracture/IM-0123.md
IM-0124,The Paradox of Choice,The Ticking Trade,2,FRACTURE,PX,Paradox,IMPOSSIBLE -- THREE LEVERS REQUIRING 12 SECONDS EACH CANNOT ALL BE PULLED WITHIN 30 SECONDS BY ONE PERSON WITH TWO HANDS,scenarios/tier_2_fracture/IM-0124.md
IM-0125,The Self-Winding Watch,The Ghost Machine,2,FRACTURE,KS,Known-Solution,THE WATCH IS AN AUTOMATIC (SELF-WINDING) MECHANICAL WATCH -- AN OSCILLATING ROTOR CONVERTS THE WEARER'S BODY MOVEMENTS INTO MAINSPRING TENSION,scenarios/tier_2_fracture/IM-0125.md
IM-0126,The Screw Holes,The Memory Palace,2,FRACTURE,KS,Known-Solution,"THE PATTERN OF FILLED AND EMPTY HOLES ENCODES A BINARY NUMBER -- BINARY 101100110010 = DECIMAL 2866, WHICH IS THE KEY CODE",scenarios/tier_2_fracture/IM-0126.md
IM-0127,The Ice Box,The Locked Room,2,FRACTURE,KS,Known-Solution,USE THE INTERNAL EMERGENCY RELEASE HANDLE -- ALL MODERN REFRIGERATED SHIPPING CONTAINERS HAVE ONE PER ISO SAFETY STANDARDS,scenarios/tier_2_fracture/IM-0127.md
IM-0128,The Vine Rope,The Wrong Toolbox,2,FRACTURE,KS,Known-Solution,BRAID THREE VINES TOGETHER TO CREATE A ROPE WITH APPROXIMATELY 2.5X THE STRENGTH OF A SINGLE VINE,scenarios/tier_2_fracture/IM-0128.md
IM-0129,The Temperature Tell,The Misdirection,2,FRACTURE,KS,Known-Solution,USE THE THERMOMETER TO MEASURE ROOM TEMPERATURES -- THE WARMEST ROOM WAS RECENTLY OCCUPIED,scenarios/tier_2_fracture/IM-0129.md
IM-0130,The Compost Heater,The Cascade,2,FRACTURE,KS,Known-Solution,BUILD COMPOST HEATING SYSTEM,scenarios/tier_2_fracture/IM-0130.md
IM-0131,The Flag Semaphore,The Babel Problem,2,FRACTURE,KS,Known-Solution,USE FLAG SEMAPHORE COMMUNICATION,scenarios/tier_2_fracture/IM-0131.md
IM-0132,The Honey Antibiotic,The Last Ingredient,2,FRACTURE,KS,Known-Solution,APPLY HONEY AS WOUND DRESSING,scenarios/tier_2_fracture/IM-0132.md
IM-0133,The Grandfather Clause,The Invisible Wall,2,FRACTURE,KS,Known-Solution,INVOKE THE GRANDFATHER CLAUSE,scenarios/tier_2_fracture/IM-0133.md
IM-0134,The Bookshelf Cipher,The Memory Palace,2,FRACTURE,KS,Known-Solution,THE HIDDEN ITEM IS ON THE ROOF,scenarios/tier_2_fracture/IM-0134.md
IM-0135,The Container Escape,The Locked Room,2,FRACTURE,KS,Known-Solution,ESCAPE THROUGH THE PLYWOOD FLOOR,scenarios/tier_2_fracture/IM-0135.md
IM-0136,The Shoe Polish Seal,The Wrong Toolbox,2,FRACTURE,KS,Known-Solution,MELT SHOE POLISH WAX TO SEAL THE CRACK,scenarios/tier_2_fracture/IM-0136.md
IM-0137,The Clock Auction,The Ticking Trade,2,FRACTURE,KS,Known-Solution,NEGOTIATE WITH THE OTHER BIDDER TO SPLIT THE COST AND SHARE THE SUPPLY,scenarios/tier_2_fracture/IM-0137.md
IM-0138,The Crookes Radiometer,The Ghost Machine,2,FRACTURE,KS,Known-Solution,"THE VANES SPIN DUE TO THERMAL TRANSPIRATION (GAS DYNAMICS AT VANE EDGES), NOT PHOTON PRESSURE",scenarios/tier_2_fracture/IM-0138.md
IM-0139,The ADA Override,The Invisible Wall,2,FRACTURE,KS,Known-Solution,FIND THE BUILDING'S SECONDARY ACCESSIBLE ENTRANCE (REQUIRED BY ADA),scenarios/tier_2_fracture/IM-0139.md
IM-0140,The Vine Clock,The Memory Palace,2,FRACTURE,KS,Known-Solution,READ THE YEAR FROM THE IVY PATTERN AND CALCULATE THE BURIAL DEPTH,scenarios/tier_2_fracture/IM-0140.md
IM-0141,The Sand Cement,The Wrong Toolbox,2,FRACTURE,KS,Known-Solution,CREATE A SUGAR-GLASS-AND-SAND COMPOSITE TO FORM TRAIL MARKERS,scenarios/tier_2_fracture/IM-0141.md
IM-0142,The Shadow Message,The Misdirection,2,FRACTURE,KS,Known-Solution,AT NOON THE TOWER HAS NO SHADOW -- LOOK DIRECTLY AT THE BASE OF THE TOWER,scenarios/tier_2_fracture/IM-0142.md
IM-0143,The Star Navigation,The Babel Problem,2,FRACTURE,KS,Known-Solution,BOTH GROUPS WALK TOWARD POLARIS (THE NORTH STAR). WALKING TOWARD THE SAME FIXED POINT GUARANTEES CONVERGENCE.,scenarios/tier_2_fracture/IM-0143.md
IM-0144,The Surface Skater,The Lilliput Conundrum,2,FRACTURE,KS,Known-Solution,"WALK ON WATER USING SURFACE TENSION. AT 1CM BODY SIZE AND 0.1G MASS, SURFACE TENSION FORCE EXCEEDS GRAVITY BY A FACTOR OF 6X.",scenarios/tier_2_fracture/IM-0144.md
IM-0145,The Well Escape,The Locked Room,2,FRACTURE,KS,Known-Solution,CHIMNEY-CLIMB OUT OF THE WELL. THE 1-METER DIAMETER IS IDEAL FOR CHIMNEY CLIMBING TECHNIQUE.,scenarios/tier_2_fracture/IM-0145.md
IM-0146,The Compass Rose,The Locked Room,2,FRACTURE,KS,Known-Solution,OPEN THE SOUTH-FACING DOOR,scenarios/tier_2_fracture/IM-0146.md
IM-0147,The Gas Gradient,The Misdirection,2,FRACTURE,KS,Known-Solution,EVACUATE THE BASEMENT -- THE LEAK SOURCE IS THERE,scenarios/tier_2_fracture/IM-0147.md
IM-0148,The Bridge of Boats,The Cascade,2,FRACTURE,KS,Known-Solution,"SEQUENCE: ANCHOR B FIRST, THEN POSITION A ALONGSIDE, THEN USE C AS A SHUTTLE",scenarios/tier_2_fracture/IM-0148.md
IM-0149,The Paramecium's Hunt,The Lilliput Conundrum,2,FRACTURE,KS,Known-Solution,CHEMOTAXIS VIA BIASED RANDOM WALK (RUN-AND-TUMBLE),scenarios/tier_2_fracture/IM-0149.md
IM-0150,The Dandelion Insulation,The Last Ingredient,2,FRACTURE,KS,Known-Solution,STUFF GARBAGE BAGS WITH DANDELION FLUFF TO CREATE IMPROVISED INSULATION PANELS,scenarios/tier_2_fracture/IM-0150.md
IM-0151,The Toll Bridge,The Invisible Wall,2,FRACTURE,PX,Paradox,IMPOSSIBLE TO CROSS ALONE WITHOUT EXTERNAL HELP. THE CORRECT ACTION IS TO SEEK ASSISTANCE.,scenarios/tier_2_fracture/IM-0151.md
IM-0152,The Grass Rope,The Wrong Toolbox,2,FRACTURE,KS,Known-Solution,TWIST GRASS INTO TWO-PLY REVERSE-TWIST CORDAGE,scenarios/tier_2_fracture/IM-0152.md
IM-0153,The UV Warning,The Misdirection,2,FRACTURE,KS,Known-Solution,"THE UV FLUORESCENCE EXTENDS FAR BEYOND THE ACTUAL SPILL. USE VISIBLE-LIGHT INSPECTION, NOT UV, TO DETERMINE THE TRUE SPILL BOUNDARY.",scenarios/tier_2_fracture/IM-0153.md
IM-0154,The Irrigation Cascade,The Cascade,2,FRACTURE,KS,Known-Solution,"CLEAR BLOCKAGE FIRST, THEN PUMP STABILIZES, THEN FIX TIMER",scenarios/tier_2_fracture/IM-0154.md
IM-0155,The Spore Cannon,The Lilliput Conundrum,2,FRACTURE,KS,Known-Solution,USE OSMOTIC PRESSURE (TURGOR PRESSURE RUPTURE) TO LAUNCH THE SPORE,scenarios/tier_2_fracture/IM-0155.md
IM-0156,The Diplomat's Dilemma,The Ticking Trade,2,FRACTURE,KS,Known-Solution,PROPOSE JOINT ADMINISTRATION (REJECT THE FALSE DICHOTOMY),scenarios/tier_2_fracture/IM-0156.md
IM-0157,The Lobby Paradox,The Invisible Wall,2,FRACTURE,MT,Metamorphic,HAVE THE PERSON YOU ARE MEETING COME TO THE LOBBY,scenarios/tier_2_fracture/IM-0157.md
IM-0158,The Sand Timer,The Memory Palace,2,FRACTURE,KS,Known-Solution,START THE 3-MINUTE AND 7-MINUTE HOURGLASSES SIMULTANEOUSLY; START THE 5-MINUTE WHEN THE 3 FINISHES; DOOR OPENS WHEN 7-MINUTE AND 5-MINUTE BOTH FINISH (SUMS TO 3+7=10... SEE BELOW),scenarios/tier_2_fracture/IM-0158.md
IM-0159,The Sap Glue,The Wrong Toolbox,2,FRACTURE,KS,Known-Solution,MAKE PINE PITCH ADHESIVE FROM RESIN AND CHARCOAL,scenarios/tier_2_fracture/IM-0159.md
IM-0160,The Trail Bias,The Misdirection,2,FRACTURE,KS,Known-Solution,"TAKE THE FAINT LEFT PATH (THE HUMAN TRAIL), NOT THE WELL-WORN RIGHT PATH (THE GAME TRAIL)",scenarios/tier_2_fracture/IM-0160.md
IM-0161,The Smoke Relay,The Babel Problem,2,FRACTURE,KS,Known-Solution,RELAY SMOKE SIGNALS THROUGH INTERMEDIATE CAMPS,scenarios/tier_2_fracture/IM-0161.md
IM-0162,The Weather Signal,The Babel Problem,2,FRACTURE,KS,Known-Solution,FLY INTERNATIONAL STORM WARNING FLAGS AND SOUND HORN BLASTS TO WARN THE VILLAGE,scenarios/tier_2_fracture/IM-0162.md
IM-0163,The Solar Still,The Ghost Machine,2,FRACTURE,KS,Known-Solution,"THE CONTAINER IS A SOLAR STILL -- SUNLIGHT EVAPORATES MOISTURE FROM THE SOIL INSIDE, WHICH CONDENSES ON THE GLASS AND DRIPS INTO A COLLECTION AREA. THE WATER WAS ALWAYS IN THE SOIL.",scenarios/tier_2_fracture/IM-0163.md
IM-0164,The Footprint Code,The Memory Palace,2,FRACTURE,KS,Known-Solution,"READ THE PHYSICAL EVIDENCE IN THE FOOTPRINTS -- DEPTH REVEALS WEIGHT, SPACING REVEALS SPEED, TOE-DIG REVEALS GAIT, SCUFF MARKS REVEAL STRUGGLE. RECONSTRUCT THE SEQUENCE OF EVENTS FROM THE PHYSICS OF IMPRESSION FORMATION.",scenarios/tier_2_fracture/IM-0164.md
IM-0165,The Tunnel Vision,The Locked Room,2,FRACTURE,KS,Known-Solution,WALK ON THE EMERGENCY WALKWAY (NARROW CONCRETE LEDGE ON THE EAST WALL) ON THE OPPOSITE SIDE FROM THE ELECTRIFIED THIRD RAIL,scenarios/tier_2_fracture/IM-0165.md
IM-0166,The Runaway Bus,The Ticking Trade,2,FRACTURE,KS,Known-Solution,SHIFT TO LOWEST GEAR FOR ENGINE BRAKING AND ENGAGE THE PARKING BRAKE -- TWO INDEPENDENT BRAKING SYSTEMS EXIST BEYOND THE FAILED HYDRAULIC BRAKES,scenarios/tier_2_fracture/IM-0166.md
IM-0167,The Printer Paradox,The Invisible Wall,2,FRACTURE,DG,Degenerate,FILL OUT THE PAPER FORM ON THE DESK AND DROP IT IN THE SUBMISSION BOX IN THE HALLWAY,scenarios/tier_2_fracture/IM-0167.md
IM-0168,The Leather Belt Bridge,The Wrong Toolbox,2,FRACTURE,KS,Known-Solution,"BUCKLE THE FIVE BELTS END-TO-END TO CREATE A 5.5M TENSION MEMBER, LOOP IT AROUND AN ANCHOR, AND TYROLEAN TRAVERSE ACROSS THE 3M CREVICE",scenarios/tier_2_fracture/IM-0168.md
IM-0169,The Refraction Rescue,The Misdirection,2,FRACTURE,KS,Known-Solution,AIM BELOW WHERE YOU SEE THE FISH -- LIGHT REFRACTION MAKES SUBMERGED OBJECTS APPEAR SHALLOWER AND SHIFTED TOWARD THE SURFACE,scenarios/tier_2_fracture/IM-0169.md
IM-0170,The Cistern Trap,The Locked Room,2,FRACTURE,KS,Known-Solution,ESCAPE BY FLOATING TO THE GRATE ON SEALED BARRELS,scenarios/tier_2_fracture/IM-0170.md
IM-0171,The Bone Needle,The Wrong Toolbox,2,FRACTURE,KS,Known-Solution,MAKE A NEEDLE FROM A FISH BONE AND USE SINEW AS THREAD,scenarios/tier_2_fracture/IM-0171.md
IM-0172,The Thermal Stack,The Cascade,2,FRACTURE,KS,Known-Solution,OPEN WINDOWS ON THE GROUND FLOOR TO RELEASE EXCESS HEAT AT THE SOURCE,scenarios/tier_2_fracture/IM-0172.md
IM-0173,The Clay Pot Cooler,The Last Ingredient,2,FRACTURE,KS,Known-Solution,BUILD A ZEER POT (POT-IN-POT COOLER) USING EVAPORATIVE COOLING,scenarios/tier_2_fracture/IM-0173.md
IM-0174,The Pipe Chase,The Locked Room,2,FRACTURE,KS,Known-Solution,REMOVE THE PIPE CHASE ACCESS PANEL AND CLIMB THROUGH THE VERTICAL SHAFT TO THE NEXT FLOOR,scenarios/tier_2_fracture/IM-0174.md
IM-0175,The Sand Drawing,The Babel Problem,2,FRACTURE,KS,Known-Solution,DRAW PICTOGRAPHIC MESSAGES IN THE SAND,scenarios/tier_2_fracture/IM-0175.md
IM-0176,The Moss Code,The Memory Palace,2,FRACTURE,KS,Known-Solution,"THE TREE WITH SOUTH-SIDE MOSS IS THE MARKER -- THE ROCK CREATING SHADE ANOMALY IS A HUMAN PLACEMENT, AND A CAIRN AT ITS BASE CONTAINS THE CACHE",scenarios/tier_2_fracture/IM-0176.md
IM-0177,The Nutrient Cascade,The Cascade,2,FRACTURE,KS,Known-Solution,LOWER pH FIRST -- THIS SIMULTANEOUSLY FIXES CALCIUM AVAILABILITY AND REDUCES MAGNESIUM EXCESS,scenarios/tier_2_fracture/IM-0177.md
IM-0178,The Ice Lens,The Lilliput Conundrum,2,FRACTURE,KS,Known-Solution,CARVE A CONVEX LENS FROM CLEAR ICE AND USE IT TO FOCUS SUNLIGHT ONTO TINDER TO START A FIRE,scenarios/tier_2_fracture/IM-0178.md
IM-0179,The Inheritance Lock,The Ticking Trade,2,FRACTURE,KS,Known-Solution,IDENTIFY THE MATHEMATICAL PATTERN IN THE FIRST 4 DIGITS AND EXTRAPOLATE THE REMAINING 2 DIGITS,scenarios/tier_2_fracture/IM-0179.md
IM-0180,The Bernoulli Lifter,The Ghost Machine,2,FRACTURE,KS,Known-Solution,"BERNOULLI'S PRINCIPLE -- THE FAST-MOVING AIR BETWEEN THE DISCS HAS LOWER PRESSURE THAN THE SURROUNDING STILL AIR, CREATING A NET INWARD FORCE THAT PULLS THE DISCS TOGETHER",scenarios/tier_2_fracture/IM-0180.md
IM-0181,The Neighbor's Key,The Invisible Wall,2,FRACTURE,KS,Known-Solution,USE THE 2CM-OPEN BATHROOM WINDOW OR RETRIEVE THE SPARE KEY FROM THE PLANT-WATERING NEIGHBOR,scenarios/tier_2_fracture/IM-0181.md
IM-0182,The Sphagnum Wound,The Last Ingredient,2,FRACTURE,KS,Known-Solution,APPLY SPHAGNUM MOSS AS A WOUND DRESSING,scenarios/tier_2_fracture/IM-0182.md
IM-0183,The Wax Tablet,The Memory Palace,2,FRACTURE,KS,Known-Solution,REMOVE THE REMAINING WAX TO REVEAL TEXT IMPRESSED IN THE WOODEN BACKING,scenarios/tier_2_fracture/IM-0183.md
IM-0184,The Afterimage,The Misdirection,2,FRACTURE,KS,Known-Solution,THE CAR WAS WHITE -- THE WITNESS SAW A RED AFTERIMAGE FROM STARING AT THE GREEN TRAFFIC LIGHT,scenarios/tier_2_fracture/IM-0184.md
IM-0185,The Tidal Cascade,The Cascade,2,FRACTURE,KS,Known-Solution,CLEAR THE OUTFLOW CHANNEL FIRST,scenarios/tier_2_fracture/IM-0185.md
IM-0186,The Cattail Rope,The Wrong Toolbox,2,FRACTURE,KS,Known-Solution,MAKE CORDAGE FROM CATTAIL LEAVES USING THE REVERSE-TWIST TECHNIQUE,scenarios/tier_2_fracture/IM-0186.md
IM-0187,The Mooring Cascade,The Cascade,2,FRACTURE,KS,Known-Solution,"ADJUST THE SPRING LINE FIRST TO CONTROL SURGE, THEN RE-TENSION BOW AND STERN LINES",scenarios/tier_2_fracture/IM-0187.md
IM-0188,The Color Code,The Babel Problem,2,FRACTURE,KS,Known-Solution,USE THE VISIBLE LIGHT SPECTRUM AS A UNIVERSAL ORDINAL REFERENCE TO MAP COLORS TO DIGITS,scenarios/tier_2_fracture/IM-0188.md
IM-0189,The Termite Mound,The Lilliput Conundrum,2,FRACTURE,KS,Known-Solution,"BUILD A TERMITE-MOUND-INSPIRED STRUCTURE WITH THICK THERMAL-MASS WALLS, ORIENTED CHIMNEY, AND POROUS VENTILATION",scenarios/tier_2_fracture/IM-0189.md
IM-0190,The Heliograph,The Babel Problem,2,FRACTURE,KS,Known-Solution,USE HELIOGRAPH SIGNALING -- AIM MIRROR TO FLASH SUNLIGHT AT THE OTHER PEAK AND USE HAND-SHUTTER FOR MORSE CODE,scenarios/tier_2_fracture/IM-0190.md
IM-0191,The Jury Rig,The Ticking Trade,2,FRACTURE,KS,Known-Solution,BUILD A JURY RIG -- AN EMERGENCY MAST FROM BOOM AND SPINNAKER POLE WITH STORM JIB AS SAIL,scenarios/tier_2_fracture/IM-0191.md
IM-0192,The Thermosiphon,The Ghost Machine,2,FRACTURE,KS,Known-Solution,THERMOSIPHON -- NATURAL CIRCULATION DRIVEN BY DENSITY DIFFERENCE BETWEEN HOT AND COLD WATER IN A CLOSED LOOP,scenarios/tier_2_fracture/IM-0192.md
IM-0193,The Yarrow Styptic,The Last Ingredient,2,FRACTURE,KS,Known-Solution,APPLY CRUSHED FRESH YARROW (ACHILLEA MILLEFOLIUM) LEAVES DIRECTLY TO THE BLEEDING SITE AS A HEMOSTATIC COMPRESS,scenarios/tier_2_fracture/IM-0193.md
IM-0194,The Cargo Door,The Invisible Wall,2,FRACTURE,KS,Known-Solution,"EXIT DOWNWARD THROUGH THE BILGE ACCESS HATCH INTO THE BILGE SPACE, THEN FORWARD OR AFT TO THE ENGINE ROOM",scenarios/tier_2_fracture/IM-0194.md
IM-0195,The Smoke Ring,The Memory Palace,2,FRACTURE,KS,Known-Solution,"COUNT THE NUMBER OF SMOKE RINGS IN EACH SEQUENCE -- EACH COUNT MAPS TO A LETTER (1=A, 2=B, ETC.). PAUSES MARK WORD BREAKS.",scenarios/tier_2_fracture/IM-0195.md
IM-0196,The Porthole Dive,The Locked Room,2,FRACTURE,KS,Known-Solution,"OPEN THE PORTHOLE TO EQUALIZE PRESSURE, THEN OPEN THE JAMMED DOOR",scenarios/tier_2_fracture/IM-0196.md
IM-0197,The Ventriloquist Effect,The Misdirection,2,FRACTURE,KS,Known-Solution,"THE ALARM SOURCE IS IN THE WEST CORRIDOR, NOT THE EAST -- SOUND IS REFLECTING OFF THE EAST WALL",scenarios/tier_2_fracture/IM-0197.md
IM-0198,The Conveyor Cascade,The Cascade,2,FRACTURE,KS,Known-Solution,"CLEAR THE REJECT BIN FIRST, THEN RESET SENSORS, THEN FIX BELT TENSION -- WORK FROM DOWNSTREAM BACKWARD",scenarios/tier_2_fracture/IM-0198.md
IM-0199,The Power Play,The Ticking Trade,2,FRACTURE,PX,Paradox,THIS TASK IS PHYSICALLY IMPOSSIBLE. DEMAND (100 kW) EXCEEDS SUPPLY (80 kW). PROVE IMPOSSIBILITY AND IDENTIFY THE FORCED CHOICE.,scenarios/tier_2_fracture/IM-0199.md
IM-0200,The Stirling Cooler,The Ghost Machine,2,FRACTURE,KS,Known-Solution,"RADIATIVE COOLING -- THE CYLINDER RADIATES INFRARED ENERGY TO THE COLD SKY, DROPPING BELOW AIR TEMPERATURE AND DEW POINT",scenarios/tier_2_fracture/IM-0200.md
IM-0201,The Acorn Flour,The Last Ingredient,2,FRACTURE,KS,Known-Solution,LEACH TANNINS FROM ACORNS BY SOAKING IN RUNNING WATER -- PROCESSED ACORN FLOUR IS NUTRITIOUS AND EDIBLE,scenarios/tier_2_fracture/IM-0201.md
IM-0202,The Corn Husk Rope,The Wrong Toolbox,2,FRACTURE,KS,Known-Solution,"MAKE CORDAGE FROM MOISTENED, TWISTED CORN HUSKS",scenarios/tier_2_fracture/IM-0202.md
IM-0203,The Color Blindness,The Misdirection,2,FRACTURE,KS,Known-Solution,USE WIRE POSITION OR A MULTIMETER INSTEAD OF COLOR,scenarios/tier_2_fracture/IM-0203.md
IM-0204,The Mold Garden,The Lilliput Conundrum,2,FRACTURE,KS,Known-Solution,GROW HYPHAE ALONG THE AIR-WATER INTERFACE FOR SIMULTANEOUS MOISTURE AND GAS EXCHANGE,scenarios/tier_2_fracture/IM-0204.md
IM-0205,The Nettle Fiber,The Last Ingredient,2,FRACTURE,KS,Known-Solution,PROCESS STINGING NETTLES INTO BAST FIBER FOR TEXTILE BANDAGES,scenarios/tier_2_fracture/IM-0205.md
IM-0206,The Terms of Service,The Invisible Wall,2,FRACTURE,MT,Metamorphic,BYPASS THE APP ENTIRELY -- USE THE SYSTEM'S MANUAL/PHYSICAL OVERRIDE OR ALTERNATIVE INTERFACE,scenarios/tier_2_fracture/IM-0206.md
IM-0207,The Salt Map,The Memory Palace,2,FRACTURE,KS,Known-Solution,READ THE SALT DEPOSIT LINES AS A FLOOD HISTORY RECORD TO PREDICT CURRENT FLOOD RISK,scenarios/tier_2_fracture/IM-0207.md
IM-0208,The Dumbwaiter,The Locked Room,2,FRACTURE,KS,Known-Solution,USE THE DUMBWAITER'S ROPE-AND-PULLEY SYSTEM TO RAPPEL DOWN THE SHAFT,scenarios/tier_2_fracture/IM-0208.md
IM-0209,The Wave Pattern,The Babel Problem,2,FRACTURE,KS,Known-Solution,"ALTER COURSE TO CREATE DELIBERATE, NON-NATURAL WAKE PATTERNS THAT THE OTHER BOAT CAN VISUALLY INTERPRET",scenarios/tier_2_fracture/IM-0209.md
IM-0210,The Blind Alley,The Misdirection,2,FRACTURE,KS,Known-Solution,PULL DOWN THE FIRE ESCAPE LADDER,scenarios/tier_2_fracture/IM-0210.md
IM-0211,The Grease Trap,The Cascade,2,FRACTURE,KS,Known-Solution,"CLEAN GREASE TRAP FIRST, THEN HOOD FILTER, THEN RELIGHT PILOT",scenarios/tier_2_fracture/IM-0211.md
IM-0212,The Spiderweb Lens,The Lilliput Conundrum,2,FRACTURE,KS,Known-Solution,USE SPIDERWEB SILK TO HARVEST DEW FROM FOG/AIR,scenarios/tier_2_fracture/IM-0212.md
IM-0213,The Maintenance Shaft,The Locked Room,2,FRACTURE,KS,Known-Solution,DESCEND THROUGH THE CABLE SHAFT INTO THE ELEVATOR SHAFT,scenarios/tier_2_fracture/IM-0213.md
IM-0214,The Mud Brick Oven,The Wrong Toolbox,2,FRACTURE,KS,Known-Solution,BUILD A MUD OVEN FOR DRY HEAT STERILIZATION,scenarios/tier_2_fracture/IM-0214.md
IM-0215,The Xylem Highway,The Lilliput Conundrum,2,FRACTURE,KS,Known-Solution,COHESION-TENSION MECHANISM -- TRANSPIRATION PULLS A CONTINUOUS WATER COLUMN UPWARD VIA HYDROGEN BONDING,scenarios/tier_2_fracture/IM-0215.md
IM-0216,The Information Cascade,The Ticking Trade,2,FRACTURE,MT,Metamorphic,IGNORE ADVISOR C ENTIRELY -- ONLY TWO INDEPENDENT DATA POINTS EXIST,scenarios/tier_2_fracture/IM-0216.md
IM-0217,The Singing Sand,The Ghost Machine,2,FRACTURE,KS,Known-Solution,"SYNCHRONIZED GRAIN VIBRATIONS CREATE COHERENT ACOUSTIC SIGNAL, AMPLIFIED BY DUNE BODY RESONANCE",scenarios/tier_2_fracture/IM-0217.md
IM-0218,The Liquidity Trap,The Locked Room,2,FRACTURE,KS,Known-Solution,BUY CREDIT DEFAULT SWAPS INSTEAD OF SELLING BONDS,scenarios/tier_2_fracture/IM-0218.md
